question_id,role,ticker,year,report_id,table,table_ordinal,row,column,row_label,column_header,raw,parsed_value,source_section,seed_column_header,source_scale,sign_convention,value_base,raw_occurrences_in_logical_grid,title_context
854,value,NLG,2020,NLG_financial_statements_2020_consolidated,NLG_financial_statements_2020_consolidated|216,8,8,3,6. Doanh thu chưa thực hiện ngắn hạn,Số cuối năm | 6.922.368.313.313 | 4.439.141.504.524,6.698.604.900,6698604900.0,,,1.0,as_printed,6698604900.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2020', 'VND']"
854,value,NLG,2020,NLG_financial_statements_2020_consolidated,NLG_financial_statements_2020_consolidated|216,8,14,3,1. Doanh thu chưa thực hiện dài hạn,Số cuối năm | 6.922.368.313.313 | 4.439.141.504.524,757.276.989.590,757276989590.0,,,1.0,as_printed,757276989590.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2020', 'VND']"
854,value,NLG,2021,NLG_financial_statements_2021_consolidated,NLG_financial_statements_2021_consolidated|247,8,8,3,6. Doanh thu chưa thực hiện ngắn hạn,Số cuối năm | 10.089.972.357.962 | 6.317.591.342.998,7.186.302.603,7186302603.0,,,1.0,as_printed,7186302603.0,1,"['BĂNG CĂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'vào ngày 31 tháng 12 năm 2021', 'VND']"
854,value,NLG,2021,NLG_financial_statements_2021_consolidated,NLG_financial_statements_2021_consolidated|247,8,14,3,1. Doanh thu chưa thực hiện dài hạn,Số cuối năm | 10.089.972.357.962 | 6.317.591.342.998,285.093.422.869,285093422869.0,,,1.0,as_printed,285093422869.0,1,"['BĂNG CĂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'vào ngày 31 tháng 12 năm 2021', 'VND']"
854,value,NLG,2023,NLG_financial_statements_2023_consolidated,NLG_financial_statements_2023_consolidated|240,8,8,3,6. Doanh thu chưa thực hiện ngắn hạn,Số cuối năm | 15.078.468.067.413 | 9.886.451.797.916,7.589.982.574,7589982574.0,,,1.0,as_printed,7589982574.0,1,"['BẢNG CẦN ĐỒI KẾ TOÁN HỢP NHẮT (tiếp theo)', 'vào ngày 31 tháng 12 năm 2023', 'VND']"
854,value,NLG,2023,NLG_financial_statements_2023_consolidated,NLG_financial_statements_2023_consolidated|240,8,14,3,1. Doanh thu chưa thực hiện dài hạn,Số cuối năm | 15.078.468.067.413 | 9.886.451.797.916,259.701.132.847,259701132847.0,,,1.0,as_printed,259701132847.0,1,"['BẢNG CẦN ĐỒI KẾ TOÁN HỢP NHẮT (tiếp theo)', 'vào ngày 31 tháng 12 năm 2023', 'VND']"
856,value,PC1,2015,PC1_financial_statements_2015_consolidated,PC1_financial_statements_2015_consolidated|1258,46,5,1,Lãi cơ bản trên cổ phiếu,Năm 2015 | VND | 245.468.867.894,9.179,9179.0,,,1.0,as_printed,9179.0,1,"['Cho năm tài chính kết thúc ngày 31/12/2015', '29 . LÃI CƠ BẢN TRÊN CỔ PHIẾU', 'Việc tính toán lãi cơ bản trên cổ phiếu có thể phân phối cho các cổ đông sở hữu cổ phần phổ thông của Công ty được thực hiện dựa trên các số liệu sau :']"
856,value,PC1,2020,PC1_financial_statements_2020_consolidated,PC1_financial_statements_2020_consolidated|1696,60,5,1,Lãi cơ bản trên cổ phiếu,Năm 2020 | VND | 512.806.303.331,2.682,2682.0,,,1.0,as_printed,2682.0,1,"['a) Tài sản thuế thu nhập hoãn lại 31/12/2020 01/01/2020 VND VND - Chi phí thuế TNDN 1% tạm nộp đối với doanh thu thu tiền theo tiến độ từ hoạt động chuyển nhượng bất động sản - 2.184.159.953 - Tài sản thuế TNDN hoãn lại tương ứng với lãi chưa thực hiện 13.597.369.411 - Tài sản thuế thu nhập hoãn lại 13.597.369.411 2.184.159.953 b) Thuế thu nhập hoãn lại phải trả 31/12/2020 01/01/2020 VND VND - Thuế thu nhập hoãn lại phải trả phát sinh từ việc hoàn nhập dự phòng đầu tư tài chính 16.639.764.340 20.248.513.657 - Thuế thu nhập hoãn lại phải trả tương ứng với lãi chưa thực hiện (2.053.016.766) (3.353.489.095) Thuế thu nhập hoãn lại phải trả 14.586.747.574 16.895.024.562 c) Chi phí thuế TNDN hoãn lại Năm 2020 Năm 2019 VND VND Chi phí thuế TNDN 1% tạm nộp đối với doanh thu thu tiền theo tiến độ từ hoạt động chuyển nhượng bất động sản 2.184.159.953 (2.184.159.953) Chi phí thuế TNDN hoãn lại tương ứng với lãi chưa thực hiện (12.296.897.082) (1.409.672.217) Chi phí thuế TNDN hoãn lại phát sinh từ việc điều chỉnh dự phòng đầu tư tài chính (3.608.749.317) 6.690.991.589 (13.721.486.446) 3.097.159.419', '36. LÃI CƠ BẢN TRÊN CỔ PHIẾU', 'Việc tính toán lãi cơ bản trên cổ phiếu có thể phân phối cho các cổ đông sở hữu cổ phần phổ thông của Công ty được thực hiện dựa trên các số liệu sau:']"
856,value,PC1,2022,PC1_financial_statements_2022_consolidated,PC1_financial_statements_2022_consolidated|1999,70,6,1,Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),2022 | 459.825.388.155,1.519,1519.0,,,1.0,as_printed,1519.0,1,"['(Ban hành theo Thông tư số 202/2014/TT-BTC', 'ngày 22/12/2014 của Bộ Tài chính)', '(a) Lãi cơ bản trên cổ phiếu']"
856,value,PC1,2023,PC1_financial_statements_2023_consolidated,PC1_financial_statements_2023_consolidated|1719,73,6,1,Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),2023 | 139.972.323.571,405,405.0,,,1.0,as_printed,405.0,1,"['41. Lãi cơ bản trên cổ phiếu', 'Việc tính toán lãi cơ bản trên cổ phiếu cho năm kết thúc ngày 31 tháng 12 năm 2023 được dựa trên số lợi nhuận thuộc về cổ đông phổ thông sau khi trừ đi số phân bổ vào quỹ khen thưởng, phúc lợi ước tính cho kỳ kế toán năm báo cáo và số lượng cổ phiếu phổ thông bình quân gia quyền, chi tiết như sau:', '(a) Lãi cơ bản trên cổ phiếu']"
856,value,PC1,2024,PC1_financial_statements_2024_consolidated,PC1_financial_statements_2024_consolidated|1983,77,6,1,Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),2024 | 467.582.890.486,1.177,1177.0,,,1.0,as_printed,1177.0,1,"['45. Lãi cơ bản trên cổ phiếu', 'Việc tính toán lãi cơ bản trên cổ phiếu cho năm kết thúc ngày 31 tháng 12 năm 2024 được dựa trên số lợi nhuận thuộc về cổ đông phổ thông sau khi trừ đi số phân bổ vào quỹ khen thưởng, phúc lợi ước tính cho kỳ kế toán năm báo cáo và số lượng cổ phiếu phổ thông bình quân gia quyền, chi tiết như sau:', '(a) Lãi cơ bản trên cổ phiếu']"
862,value,SCR,2016,SCR_financial_statements_2016_consolidated,SCR_financial_statements_2016_consolidated|164,5,7,3,Chi phí tài chính,2016 VND | 774.710.508.595 | 119.782.726,40.408.678.718,40408678718.0,,,1.0,as_printed,40408678718.0,1,"['năm 2016', 'Mẫu B 02 - DN/HN', '(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22/12/2014 của Bộ Tài chính)']"
862,value,DIG,2016,DIG_financial_statements_2016_consolidated,DIG_financial_statements_2016_consolidated|378,7,7,3,Chi phí tài chính,Năm nay | 1.314.637.475.118 | 162.708.886.794,51.666.905.016,51666905016.0,,,1.0,as_printed,51666905016.0,1,"['KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2016', 'Đơn vị tính: đồng Việt Nam']"
862,value,DXG,2016,DXG_financial_statements_2016_consolidated,DXG_financial_statements_2016_consolidated|303,9,7,3,7. Chi phí tài chính,Năm nay | 2.513.373.536.580 | (6.856.679.120),(32.702.590.722),-32702590722.0,,,1.0,absolute_expense,32702590722.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2016', 'VND']"
862,value,KBC,2016,KBC_financial_statements_2016_consolidated,KBC_financial_statements_2016_consolidated|276,8,7,3,7. Chi phí tài chính,Năm nay | 1.972.459.422.710 | -,(99.196.167.198),-99196167198.0,,,1.0,absolute_expense,99196167198.0,1,"['B02-DN/HN', 'BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT cho năm tài chính kết thúc ngày 31 tháng 12 năm 2016', 'Đơn vị tính: VND']"
862,value,IJC,2016,IJC_financial_statements_2016_consolidated,IJC_financial_statements_2016_consolidated|360,8,7,4,Chi phí tài chính,Năm nay | 2.036.791.525.991 | 66.236.513.699,116.193.940.262,116193940262.0,,,1.0,as_printed,116193940262.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2016', 'Đơn vị tính: VND']"
867,liabilities,HPX,2022,HPX_financial_statements_2022_consolidated,HPX_financial_statements_2022_consolidated|343,6,1,4,NỘ PHẢI TRẢ(300=310+330),31/12/2022VND | 6.009.434.073.386 | 3.831.578.569.730,6.009.434.073.386,6009434073386.0,,,1.0,as_printed,6009434073386.0,1,"['Ngày 22/12/2014 của Bộ Tài chính', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (Tiếp theo)', 'Tại ngày 31 tháng 12 năm 2022']"
867,liabilities,HPX,2023,HPX_financial_statements_2023_consolidated,HPX_financial_statements_2023_consolidated|314,6,1,4,NỘ PHẢI TRẢ(300=310+330),31/12/2023VND | 4.709.181.848.137 | 3.889.332.435.452,4.709.181.848.137,4709181848137.0,,,1.0,as_printed,4709181848137.0,1,"['Ngày 22/12/2014 của Bộ Tài chính', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (Tiếp theo)', 'Tại ngày 31 tháng 12 năm 2023']"
867,liabilities,HPX,2025,HPX_financial_statements_2025_consolidated,HPX_financial_statements_2025_consolidated|315,6,1,4,NỘ PHẢI TRẢ(300=310+330),31/12/2025VND | 4.922.376.411.348 | 3.371.260.031.192,4.922.376.411.348,4922376411348.0,,,1.0,as_printed,4922376411348.0,1,"['Ngày 22/12/2014 của Bộ Tài chính', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (Tiếp theo)', 'Tại ngày 31 tháng 12 năm 2025']"
891,interest_expense,HBC,2022,HBC_financial_statements_2022_consolidated,HBC_financial_statements_2022_consolidated|1722,55,3,1,Chi phí lãi vay,Số cuối năm | 570.001.425.338 | 87.150.046.258,20.761.899.768,20761899768.0,,,1.0,as_printed,20761899768.0,1,"['THUYẾT MINH BẢO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)', 'vào ngày 31 tháng 12 năm 2022 và cho năm tài chính kết thúc cùng ngày', '21. CHI PHÍ PHÀI TRÀ NGÂN HẠN']"
891,interest_expense,GEX,2022,GEX_financial_statements_2022_consolidated,GEX_financial_statements_2022_consolidated|1534,43,4,1,Chi phí lãi vay,Số cuối năm | VND | a. Ngắn hạn,100.308.485.707,100308485707.0,,,1.0,as_printed,100308485707.0,1,"['THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (Tiếp theo)', 'MÃU SỐ B09-DN/HN', '21. CHI PHÍ PHẢI TRẢ']"
891,interest_expense,VGC,2022,VGC_financial_statements_2022_consolidated,VGC_financial_statements_2022_consolidated|1383,43,2,1,Chi phí lãi vay phải trả,Số cuối nămVND | 908.326.408.827 | 34.269.030.863,34.269.030.863,34269030863.0,,,1.0,as_printed,34269030863.0,1,"['THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (Tiếp theo)', 'MÃU SỐ B 09-DN/HN', '20. CHI PHÍ PHẢI TRẢ NGẮN HẠN']"
891,value,SJG,2022,SJG_financial_statements_2022_consolidated,SJG_financial_statements_2022_consolidated|1644,34,2,1,"- Chi phí lãi tiền vay, lãi trái phiếu",31/12/2022VND | 1.031.034.613.442 | 324.484.565.081,324.484.565.081,324484565081.0,,,1.0,as_printed,324484565081.0,1,"['THUYẾT MINH BẢO CÁO TÀI CHÍNH HỢP NHẤT (TIẾP)', '(Các thuyết minh này là bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất)', '20. CHI PHÍ PHẢI TRẢ']"
899,value,MPC,2018,MPC_financial_statements_2018_separate,MPC_financial_statements_2018_separate|131,8,14,3,Đầu tư vào công ty con,31/12/2018 VND | 1.669.405.875.188 | 7.306.508.578,1.680.383.084.683,1680383084683.0,,,1.0,as_printed,1680383084683.0,1,"['Bảng cân đối kế toán riêng tại ngày 31 tháng 12 năm 2018 (tiếp theo)', 'Mẫu B 01 - DN', '(Ban hành theo Thông tư số 200/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính)']"
899,value,MPC,2020,MPC_financial_statements_2020_separate,MPC_financial_statements_2020_separate|170,5,14,3,Đầu tư vào công ty con,31/12/2020 VND | 3.638.513.295.352 | 2.058.898.500,3.738.260.328.062,3738260328062.0,,,1.0,as_printed,3738260328062.0,1,"['Bảng cân đối kế toán riêng tại ngày 31 tháng 12 năm 2020 (tiếp theo)', 'Mâu B 01 - DN', '(Ban hành theo Thông tư số 200/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính)']"
899,value,MPC,2022,MPC_financial_statements_2022_separate,MPC_financial_statements_2022_separate|249,5,14,3,Đầu tư vào công ty con,31/12/2022 VND | 4.576.076.238.692 | -,5.113.672.015.620,5113672015620.0,,,1.0,as_printed,5113672015620.0,1,"['Bảng cân đối kế toán riêng tại ngày 31 tháng 12 năm 2022 (tiếp theo)', 'Mẫu B 01 - DN', '(Ban hành theo Thông tư số 200/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính)']"
899,value,MPC,2023,MPC_financial_statements_2023_separate,MPC_financial_statements_2023_separate|424,5,12,3,Đầu tư vào các công ty con,31/12/2023 VND | 4.402.927.875.359 | 208.804.675.014,5.311.626.449.501,5311626449501.0,,,1.0,as_printed,5311626449501.0,1,"['Mãu B 01 - DN', '(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22 tháng 12 năm 2014 của Bộ Tài chính)']"
902,value,VPI,2016,VPI_financial_statements_2016_consolidated,VPI_financial_statements_2016_consolidated|167,4,2,3,I/ Tiền và các khoản tương đương tiền,31/12/2016 | 2.319.117.075.857 | 106.384.700.676,106.384.700.676,106384700676.0,,,1.0,as_printed,106384700676.0,1,"['Mẫu số B01 - DN/HN', 'BÀNG CÂN ĐÓI KÉ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2016']"
902,value,VPI,2017,VPI_financial_statements_2017_consolidated,VPI_financial_statements_2017_consolidated|168,5,2,3,I/ Tiền và các khoản tương đương tiền,31/12/2017 | 2.587.152.868.404 | 325.678.832.909,325.678.832.909,325678832909.0,,,1.0,as_printed,325678832909.0,1,"['Số 177 Trung Kính, quận Cầu Giấy, Tp. Hà Nội', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2017']"
902,value,VPI,2018,VPI_financial_statements_2018_consolidated,VPI_financial_statements_2018_consolidated|183,5,2,3,I/ Tiền và các khoản tương đương tiền,31/12/2018 | 4.015.211.353.642 | 95.356.703.552,95.356.703.552,95356703552.0,,,1.0,as_printed,95356703552.0,1,"['Số 177 Trung Kính, quận Cầu Giấy, Tp. Hà Nội', 'BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2018']"
903,value,MPC,2017,MPC_financial_statements_2017_consolidated,MPC_financial_statements_2017_consolidated|138,5,14,3,Chi phí khác,2017 VND | 15.767.101.730.018 | 101.816.730.781,3.368.196.325,3368196325.0,,,1.0,as_printed,3368196325.0,1,"['Công ty Cổ phần Tập đoàn Thủy sản Minh Phú và các công ty con Báo cáo kết quả hoạt động kinh doanh hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2017', 'Mẫu B 02 - DN/HN', '(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22/12/2014 của Bộ Tài chính)']"
903,value,MPC,2018,MPC_financial_statements_2018_consolidated,MPC_financial_statements_2018_consolidated|159,5,14,3,Chi phí khác,2018 VND | 17.023.022.230.199 | 97.673.316.315,3.522.995.083,3522995083.0,,,1.0,as_printed,3522995083.0,1,"['Mẫu B 02 - DN/HN', '(Ban hành theo Thông tư số 202/2014/TT-BTC', 'ngày 22/12/2014 của Bộ Tài chính)']"
903,value,MPC,2020,MPC_financial_statements_2020_consolidated,MPC_financial_statements_2020_consolidated|179,8,14,3,Chi phí khác,2020 VND | 14.377.079.727.436 | 47.730.047.806,10.660.207.796,10660207796.0,,,1.0,as_printed,10660207796.0,1,"['Mẫu B 02 - DN/HN', '(Ban hành theo Thông tư số 202/2014/TT-BTC', 'ngày 22/12/2014 của Bộ Tài chính)']"
903,value,MPC,2021,MPC_financial_statements_2021_consolidated,MPC_financial_statements_2021_consolidated|212,10,14,3,Chi phí khác,2021 VND | 13.608.257.497.741 | 30.752.722.964,3.408.419.827,3408419827.0,,,1.0,as_printed,3408419827.0,1,"['Mẫu B 02 - DN/HN', '(Ban hành theo Thông tư số 202/2014/TT-BTC', 'ngày 22/12/2014 của Bộ Tài chính)']"
903,value,MPC,2022,MPC_financial_statements_2022_consolidated,MPC_financial_statements_2022_consolidated|272,10,14,3,Chi phí khác,2022 VND | 16.483.292.529.297 | 58.104.138.456,5.802.039.785,5802039785.0,,,1.0,as_printed,5802039785.0,1,"['Công ty Cổ phần Tập đoàn Thủy sản Minh Phú và các công ty con Báo cáo kết quả hoạt động kinh doanh hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2022', 'Mâu B 02 - DN/HN', '(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22/12/2014 của Bộ Tài chính)']"
914,value,SJG,2019,SJG_financial_statements_2019_consolidated,SJG_financial_statements_2019_consolidated|1930,73,6,1,Lãi cơ bản trên cổ phiếu,Năm nay | 157.474.040.870,350,350.0,,,1.0,as_printed,350.0,1,"['9. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết', ""Tỷ lệ vốn'góp % Phần lợi nhuận sauthuế hoặc lỗ phátsinh trong năm củaCông ty liên kết Phần lợi nhuậnhoặc lỗ của Côngty mẹ trong côngty liên kết Công ty Cổ phần điện Việt Lào 35,11% 137.619.402.457 48.315.176.616 Công ty Cổ phần Phát triển nhà Khánh Hòa 36,00% 144.688.761 52.087.954 Công ty Cổ phần Đầu tư Xây dựng và Pháttriển Đồ thị Sông Đà 30,00% 831.044.852 249.313.456 Công ty Cổ phần Đầu tư Phát triển Đô thị vàKhu công nghiệp Sông Đà 36,35% 104.044.696.069 37.816.508.668 Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin 50,00% 267.872.460 133.936.230 Phần lợi nhuận trong Công ty liên kết củaCông ty con trong Báo cáo hợp nhất - (1.349.997.866) Cộng 242.907.704.599 85.217.025.058"", '10. Lãi trên cổ phiếu']"
914,value,SJG,2020,SJG_financial_statements_2020_consolidated,SJG_financial_statements_2020_consolidated|1810,71,4,1,Lãi cơ bản trên cổ phiếu,Năm nay | 7.521.352.863,17,17.0,,,1.0,as_printed,17.0,1,"['9. Phàn lãi hoặc lỗ trong công ty liên doanh, liên kết', 'Tỷ lệ vốn góp % Phần lợi nhuận sau thuế hoặc lỗ phát sinh trong năm của Công ty liên kết Phần lợi nhuận hoặc lỗ của Công ty mẹ trong công ty liên kết Công ty Cổ phần BOT Quốc Lộ 2 28,65% (54.077.322.919) (4.470.000.000) Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà 30,00% 127.569.832 38.270.950 Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin 50,00% 404.432.096 84.263.064 Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu Công nghiệp Sông Đà 36,65% 30.565.120.259 11.109.323.001 Công ty Cổ phần Phát triển nhà Khánh Hòa 36,00% (3.796.126.309) (1.366.605.471) Công ty Cổ phần Điện Việt - Lào 38,29% 12.156.877.748 4.268.015.158 Phần lợi nhuận trong Công ty liên kết của Công ty con trong Báo cáo hợp nhất - 135.673.455 Cộng (14.619.449.293) 9.798.940.157', '10. Lãi trên cổ phiếu']"
914,value,SJG,2021,SJG_financial_statements_2021_consolidated,SJG_financial_statements_2021_consolidated|1684,57,4,1,Lãi cơ bản/suy giảm trên cổ phiếu,Năm nay | 361.552.968.227,804,804.0,,,1.0,as_printed,804.0,1,"['8. Chi phí khác', 'Năm nay Năm trước Tiền chậm nộp thuế, bảo hiểm xã hội và các khoản khác 51.771.330.555 57.799.340.784 Thuế TNDN, TNCN nộp bên Lào 10.421.458.708 1.216.231.528 Chi phí chuyển nhượng giảm phát thải 161.137.718 255.043.513 Phí tư vấn và bảo lãnh - 4.547.221.257 Chi phí khác 5.270.393.519 5.519.037.661 Cộng 67.624.320.500 69.336.874.743', '9. Lãi cơ bản/suy giảm trên cổ phiếu']"
914,value,SJG,2022,SJG_financial_statements_2022_consolidated,SJG_financial_statements_2022_consolidated|1790,49,5,1,Lãi cơ bản trên cổ phiếu (VND/CP),Năm 2022 | 1.521.499.883.561 | (4.276.406.250),3.375,3375.0,,,1.0,as_printed,3375.0,1,"['THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (TIẾP)', '(Các thuyết minh này là bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất)', '32. LÃI CƠ BẢN TRÊN CỔ PHIỂU']"
914,value,SJG,2023,SJG_financial_statements_2023_consolidated,SJG_financial_statements_2023_consolidated|1948,52,5,1,Lãi cơ bản trên cổ phiếu (VND/CP),Năm 2023 | 431.581.723.870 | -,960,960.0,,,1.0,as_printed,960.0,1,"['THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (TIẾP)', '(Các thuyết minh này là bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất)', '32. LÃI CƠ BẢN TRÊN CỔ PHIÉU']"
916,value,FOX,2016,FOX_financial_statements_2016_separate,FOX_financial_statements_2016_separate|181,4,15,3,1. Chi phí trả trước ngắn hạn,Số cuối năm | 3.863.679.617.579 | 313.025.494.504,505.128.057.529,505128057529.0,,,1.0,as_printed,505128057529.0,1,"['BÀNG CÂN ĐỐI KẾ TOÁN', 'Tại ngày 31 tháng 12 năm 2016', 'Đơn vị: VND']"
916,value,FOX,2018,FOX_financial_statements_2018_separate,FOX_financial_statements_2018_separate|217,4,14,4,1.,Số cuối năm | 5.734.519.173.084 | 90.125.861.942,816.145.049.381,816145049381.0,,,1.0,as_printed,816145049381.0,1,"['BÀNG CÂN ĐỐI KẾ TOÁN', 'Tại ngày 31 tháng 12 năm 2018', 'Đơn vị: VND']"
916,value,FOX,2019,FOX_financial_statements_2019_separate,FOX_financial_statements_2019_separate|211,4,14,4,1.,Số cuối năm | 5.772.631.586.494 | 99.333.567.324,508.408.558.838,508408558838.0,,,1.0,as_printed,508408558838.0,1,"['BÀNG CÂN ĐỐI KẾ TOÁN', 'Tại ngày 31 tháng 12 năm 2019', 'Đơn vị: VND']"
916,value,FOX,2020,FOX_financial_statements_2020_separate,FOX_financial_statements_2020_separate|233,1,16,4,1.,Số cuối năm | 8.183.066.013.546 | 24.149.309.585,428.415.558.326,428415558326.0,,,1.0,as_printed,428415558326.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN', 'Tại ngày 31 tháng 12 năm 2020', 'Đơn vị: VND']"
917,value,VSC,2017,VSC_financial_statements_2017_separate,VSC_financial_statements_2017_separate|180,7,4,3,Phải trả người bán ngắn hạn,31/12/2017 VND | NGUỒN VỐN | 115.693.613.555,23.030.269.193,23030269193.0,,,1.0,as_printed,23030269193.0,1,"['Mẫu B 01 - DN', '(Ban hành theo Thông tư số 200/2014/TT-BTC', 'ngày 22/12/2014 của Bộ Tài chính)']"
917,value,VJC,2017,VJC_financial_statements_2017_separate,VJC_financial_statements_2017_separate|138,6,4,3,Phải trả người bán ngắn hạn,31/12/2017 VND | NGLÔN VÔN | 23.484.832.353.462,593.067.305.745,593067305745.0,,,1.0,as_printed,593067305745.0,1,"['Mau B 01- DN', '(Ban: hàn bǎo 21hāng tǎ sǎ 209/2014/17-BTC', 'ngdy 22/12/2014 cna Jio TAI nihuk;']"
917,value,ACV,2017,ACV_financial_statements_2017_separate,ACV_financial_statements_2017_separate|246,6,3,3,1. Phải trả người bán ngắn hạn,Số cuối năm | 21.757.282.510.059 | 7.348.923.201.936,1.133.590.882.595,1133590882595.0,,,1.0,as_printed,1133590882595.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN TỔNG HỢP (TIẾP THEO)', 'Tại ngày 31 tháng 12 năm 2017', 'Đơn vị: VND']"
920,value,VIF,2025,VIF_financial_statements_2025_consolidated,VIF_financial_statements_2025_consolidated|257,6,18,3,"1. Đầu tư vào công ty liên kết, liên doanh",Số cuối năm | 2.125.029.556.401 | 1.575.865.698,1.521.893.908.775,1521893908775.0,,,1.0,as_printed,1521893908775.0,1,"['BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2025', 'Đơn vị tính: VND']"
920,value,GVR,2025,GVR_financial_statements_2025_consolidated,GVR_financial_statements_2025_consolidated|259,6,25,3,"1. Đầu tư vào công ty liên doanh, liên kết",31/12/2025 | VND | 53.377.855.084.175,1.958.492.542.280,1958492542280.0,,,1.0,as_printed,1958492542280.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2025', '(tiếp theo)']"
920,value,DPM,2025,DPM_financial_statements_2025_consolidated,DPM_financial_statements_2025_consolidated|228,6,17,4,1.,Số cuối năm | 3.266.872.197.459 | 1.517.200.000,31.808.865.536,31808865536.0,,,1.0,as_printed,31808865536.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (Tiếp theo)', 'Tại ngày 31 tháng 12 năm 2025', 'Đơn vị: VND']"
923,value,OGC,2016,OGC_financial_statements_2016_consolidated,OGC_financial_statements_2016_consolidated|2105,58,3,1,Chi phí nhân công,Năm 2016 | VND | 203.744.524.078,239.080.080.571,239080080571.0,,,1.0,as_printed,239080080571.0,1,"['Năm 2016 Năm 2015 VND VND Lợi nhuận thuần sau thuế (727.935.542.545) 621.262.070.699 Các khoản điều chỉnh - - Lợi nhuận phân bổ cho cổ phiếu phổ thông (727.935.542.545) 621.262.070.699 Cổ phiếu phổ thông đang lưu hành bình quân trong năm 299.999.999 299.999.999 Lãi cơ bản trên cổ phiếu (2.426) 2.071', 'Công ty chưa có dự tính trích Quỹ khen thưởng, phúc lợi trên Lợi nhuận sau thuế cho năm tài chính kết thúc ngày 31/12/2016.', '38 . CHI PHÍ SẢN XUẤT THEO YỀU TỔ']"
